attention,partyid,education,age,postalcode,income,control_income,control_amount_income,treat_average_income,treat_average_amount_income,treat_suppose_income,treat_suppose_amount_income,control_original,control_amount,treat_average,treat_average_amount,treat_suppose,treat_suppose_amount,treatment_income,control_response,control_amount_response,treatment1_response,treatment1_amount_response,treatment2_response,treatment2_amount_response,treatment_response,control,treatment1,treatment2,treatment,yhat,caseid
1,Independent,college,24,900,50k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,162
1,Independent,highschool,28,370,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,163
1,Democratic,college,42,379,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,50,0,NA,NA,NA,NA,1,50,1,0,0,1,1,1,164
1,Independent,college,37,297,50k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,165
1,Democratic,graduate,52,980,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,166
1,Democratic,college,30,786,50k,NA,NA,NA,NA,1,20,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,20,1,0,0,1,1,1,167
1,Independent,graduate,30,630,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,168
1,Democratic,graduate,33,606,50k,NA,NA,NA,NA,NA,NA,1,25,NA,NA,NA,NA,0,1,25,NA,NA,NA,NA,NA,1,0,0,0,1,169
1,Democratic,graduate,59,128,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,170
1,Independent,highschool,25,530,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,171
0,Democratic,college,30,902,100k,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,NA,0,NA,NA,1,20,NA,NA,1,0,1,0,1,1,172
1,Republican,graduate,38,926,100k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,173
1,Democratic,college,55,489,50k,NA,NA,1,25,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,25,NA,NA,1,0,1,0,1,1,174
1,Democratic,graduate,45,473,50k,NA,NA,NA,NA,NA,NA,NA,NA,1,50,NA,NA,0,NA,NA,1,50,NA,NA,1,0,1,0,1,1,175
1,Democratic,graduate,26,100,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,176
1,Democratic,college,37,750,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,50,0,NA,NA,NA,NA,1,50,1,0,0,1,1,1,177
1,Democratic,graduate,27,770,50k,NA,NA,1,25,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,25,NA,NA,1,0,1,0,1,1,178
1,Independent,college,47,605,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,179
1,Democratic,graduate,29,850,100k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,180
1,Republican,highschool,50,463,20k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,181
1,Independent,college,57,956,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,182
1,Republican,graduate,39,28,50k,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,0,1,5,NA,NA,NA,NA,NA,1,0,0,0,1,183
1,Independent,college,37,537,50k,NA,NA,1,50,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,50,NA,NA,1,0,1,0,1,1,184
1,Independent,graduate,42,174,100k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,185
1,Democratic,graduate,30,462,50k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,186
1,Democratic,graduate,36,925,50k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,187
1,Republican,graduate,44,201,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,188
1,Democratic,graduate,34,450,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,189
1,Democratic,college,32,217,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,190
1,Republican,college,26,787,100k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,191
1,Democratic,college,24,40,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,192
1,Democratic,college,41,261,50k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,193
1,Democratic,college,30,750,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,194
1,Democratic,college,63,339,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,195
1,Democratic,highschool,23,662,50k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,196
1,Republican,graduate,32,770,100k,NA,NA,NA,NA,NA,NA,1,15,NA,NA,NA,NA,0,1,15,NA,NA,NA,NA,NA,1,0,0,0,1,197
1,Democratic,graduate,35,981,100k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,198
1,Democratic,college,39,450,100k,NA,NA,NA,NA,1,60,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,60,1,0,0,1,1,1,199
1,Democratic,college,45,766,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,200
1,Independent,highschool,28,383,100k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,201
1,Independent,college,29,840,100k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,202
1,Independent,college,32,750,100k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,203
1,Republican,graduate,61,853,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,204
1,Democratic,college,53,284,100k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,205
1,Republican,graduate,36,600,100k,NA,NA,1,50,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,50,NA,NA,1,0,1,0,1,1,206
1,Republican,college,28,967,100k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,207
1,Democratic,college,24,430,100k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,208
1,Independent,college,47,629,50k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,209
1,Independent,graduate,65,29,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,210
1,Democratic,graduate,33,200,20k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,211
1,Democratic,college,27,980,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,212
1,Democratic,graduate,31,685,20k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,213
1,Republican,highschool,26,945,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,214
1,Democratic,graduate,28,871,100k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,215
1,Republican,college,40,836,100k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,216
1,Democratic,college,63,88,100k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,217
1,Independent,graduate,44,152,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,218
1,Independent,college,28,773,100k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,219
1,Democratic,graduate,31,300,50k,NA,NA,NA,NA,NA,NA,NA,NA,1,15,NA,NA,0,NA,NA,1,15,NA,NA,1,0,1,0,1,1,220
1,Republican,college,49,530,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,221
1,Democratic,college,28,616,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,222
1,Independent,college,35,329,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,223
1,Democratic,graduate,51,112,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,224
1,Democratic,graduate,29,774,20k,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,50,NA,NA,NA,NA,NA,1,0,0,0,1,225
1,Democratic,graduate,47,600,50k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,226
1,Republican,graduate,53,611,50k,NA,NA,NA,NA,1,20,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,20,1,0,0,1,1,1,227
1,Democratic,graduate,55,604,20k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,228
0,Democratic,graduate,23,478,20k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,229
1,Republican,graduate,62,376,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,230
1,Republican,college,39,201,100k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,231
1,Republican,graduate,54,871,20k,NA,NA,NA,NA,1,25,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,25,1,0,0,1,1,1,232
1,Democratic,graduate,35,209,100k,NA,NA,NA,NA,NA,NA,NA,NA,1,25,NA,NA,0,NA,NA,1,25,NA,NA,1,0,1,0,1,1,233
0,Republican,graduate,69,331,100k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,234
1,Democratic,college,31,940,100k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,235
1,Democratic,college,28,984,100k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,236
1,Independent,college,30,334,100k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,237
1,Democratic,college,39,376,100k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,238
1,Republican,highschool,51,757,50k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,239
1,Republican,college,40,456,50k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,240
1,Democratic,college,24,40,100k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,241
1,Democratic,college,45,753,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,242
1,Democratic,graduate,51,982,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,243
1,Independent,college,57,956,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,244
1,Democratic,graduate,27,891,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,245
1,Republican,graduate,59,481,20k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,246
1,Independent,college,55,376,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,247
1,Democratic,graduate,32,147,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,248
1,Democratic,college,66,981,20k,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,5,1,0,0,1,1,1,249
1,Independent,graduate,44,922,100k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,250
1,Democratic,graduate,43,750,100k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,251
1,Independent,graduate,18,113,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,252
1,Independent,graduate,34,280,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,253
1,Democratic,college,23,891,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,254
1,Independent,college,38,113,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,255
1,Democratic,graduate,29,371,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,256
1,Republican,college,49,479,20k,NA,NA,NA,NA,NA,NA,1,50,NA,NA,NA,NA,0,1,50,NA,NA,NA,NA,NA,1,0,0,0,1,257
1,Republican,college,64,339,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,258
1,Independent,highschool,26,18,50k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,259
1,Democratic,college,36,915,50k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,260
1,Independent,college,30,715,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,261
1,Republican,highschool,29,34,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,262
1,Democratic,college,45,194,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,263
1,Democratic,college,34,756,50k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,264
1,Republican,graduate,26,181,50k,NA,NA,1,40,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,40,NA,NA,1,0,1,0,1,1,265
1,Republican,college,35,760,50k,NA,NA,NA,NA,NA,NA,NA,NA,1,20,NA,NA,0,NA,NA,1,20,NA,NA,1,0,1,0,1,1,266
1,Democratic,college,40,295,50k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,267
1,Democratic,graduate,33,891,50k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,268
1,Democratic,college,32,70,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,269
1,Democratic,graduate,28,553,20k,NA,NA,NA,NA,1,20,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,20,1,0,0,1,1,1,270
1,Democratic,college,61,974,50k,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,0,NA,NA,1,5,NA,NA,1,0,1,0,1,1,271
1,Republican,college,30,921,50k,NA,NA,NA,NA,NA,NA,NA,NA,1,50,NA,NA,0,NA,NA,1,50,NA,NA,1,0,1,0,1,1,272
1,Republican,graduate,24,221,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,273
1,Republican,highschool,48,785,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,50,0,NA,NA,NA,NA,1,50,1,0,0,1,1,1,274
1,Independent,college,44,972,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,275
1,Democratic,college,48,100,100k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,276
1,Democratic,graduate,34,236,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,NA,NA,NA,NA,1,10,1,0,0,1,1,1,277
1,Democratic,college,31,432,50k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,278
1,Democratic,graduate,37,172,20k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,279
1,Independent,graduate,31,194,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,280
1,Democratic,highschool,63,114,20k,NA,NA,NA,NA,1,10,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,10,1,0,0,1,1,1,281
1,Independent,college,32,298,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,282
1,Independent,college,36,703,20k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,283
1,Republican,college,42,331,20k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,284
1,Republican,college,59,151,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,285
1,Republican,college,30,853,20k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,286
1,Republican,college,51,601,20k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,287
1,Independent,college,23,180,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,288
1,Republican,college,61,891,20k,NA,NA,NA,NA,1,10,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,10,1,0,0,1,1,1,289
1,Independent,college,28,600,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,290
1,Democratic,graduate,34,926,50k,NA,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,10,NA,NA,1,0,1,0,1,1,291
1,Democratic,college,55,930,50k,NA,NA,NA,NA,NA,NA,1,25,NA,NA,NA,NA,0,1,25,NA,NA,NA,NA,NA,1,0,0,0,1,292
1,Democratic,graduate,35,395,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,293
1,Democratic,college,26,841,50k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,294
1,Democratic,college,49,985,50k,NA,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,10,NA,NA,1,0,1,0,1,1,295
1,Democratic,college,29,760,20k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,296
1,Independent,college,40,105,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,297
1,Democratic,college,21,951,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,298
1,Republican,graduate,37,368,20k,NA,NA,NA,NA,1,100,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,100,1,0,0,1,1,1,299
1,Democratic,graduate,77,214,100k,NA,NA,NA,NA,NA,NA,NA,NA,1,25,NA,NA,0,NA,NA,1,25,NA,NA,1,0,1,0,1,1,300
1,Democratic,graduate,41,906,100k,NA,NA,1,30,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,30,NA,NA,1,0,1,0,1,1,301
1,Independent,highschool,26,605,100k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,302
1,Republican,college,42,211,100k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,303
1,Republican,graduate,44,626,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,304
1,Democratic,college,43,945,20k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,305
1,Independent,graduate,69,741,100k,NA,NA,NA,NA,NA,NA,1,100,NA,NA,NA,NA,0,1,100,NA,NA,NA,NA,NA,1,0,0,0,1,306
1,Democratic,graduate,50,981,100k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,307
1,Democratic,college,31,292,20k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25,0,NA,NA,NA,NA,1,25,1,0,0,1,1,1,308
1,Democratic,graduate,25,787,20k,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,309
1,Democratic,graduate,22,300,50k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,25,0,NA,NA,NA,NA,1,25,1,0,0,1,1,1,310
1,Republican,graduate,29,104,50k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,311
1,Independent,college,47,481,100k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,312
1,Republican,college,30,60,100k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,313
1,Republican,college,38,154,100k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,314
1,Republican,college,47,730,100k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,315
1,Democratic,graduate,41,855,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,316
1,Democratic,graduate,20,452,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,317
1,Democratic,college,29,618,50k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,318
1,Republican,college,39,750,50k,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,0,0,1,1,0,319
1,Democratic,graduate,19,693,20k,NA,NA,NA,NA,NA,NA,1,1000,NA,NA,NA,NA,0,1,1000,NA,NA,NA,NA,NA,1,0,0,0,1,320
1,Democratic,college,53,180,20k,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,1,0,1,0,321
1,Democratic,college,58,917,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,322
1,Republican,college,35,786,20k,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,323
1,Democratic,graduate,39,300,20k,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,324
